Start_Date,Start_Time,Stop_Date,Stop_Time,Seq.Program,Site,Core,Valve,Mass_g,Initials,Notes1,Notes2,time,date,error,error,edits made
2019-07-08,12:34,2019-07-08,13:55,,SR,55,13,281.46,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,6,14,250.41,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,28,15,260.37,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,,16,,CGN,,,,,,,
2019-07-08,13:57,2019-07-08,14:44,,SR,33,1,245.43,CGN,CO2 level: 526ppm,,,,,,
2019-07-08,13:57,2019-07-08,14:44,,SR,66,2,343.76,CGN,Stopped at step #22,,,,,,
2019-07-08,13:57,2019-07-08,14:44,,SR,40,3,268.85,CGN,,,,,,,
2019-07-08,13:57,2019-07-08,14:44,,SR,80,4,311.25,CGN,,,,,,,
2019-07-08,13:57,2019-07-08,14:44,,SR,68,5,271.61,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,75,1,301.26,CGN,CO2 level: 512ppm,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,86,2,266.57,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,49,3,229.19,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,60,4,310.77,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,67,5,325.64,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,38,6,258.69,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,27,7,265.08,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,36,8,267.46,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,52,9,283.22,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,76,10,274.21,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,6,11,244.14,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,70,12,217.04,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,61,13,296.65,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,28,14,253.47,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,55,15,277.97,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,,16,,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,64,1,227.74,CGN,CO2 level: 509ppm,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,16,2,262.72,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,66,3,338.78,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,63,4,274.66,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,62,5,314.04,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,40,6,259.5,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,17,7,269.67,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,8,8,238.92,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,44,9,232.93,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,68,10,268.68,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,46,11,227.83,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,51,12,247.51,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,80,13,308.26,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,33,14,239.5,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,18,15,251.86,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,,16,,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,57,1,236.48,CGN,CO2 level: 527ppm,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,20,2,257.43,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,13,3,240.61,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,11,4,279.93,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,56,5,285.1,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,78,6,331.09,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,59,7,295.85,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,42,8,259.08,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,31,9,253.52,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,82,10,268.88,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,83,11,232.32,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,1,12,226.72,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,26,13,263,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,29,14,231.69,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,35,15,243.93,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,,16,,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,54,1,293.84,CGN,CO2 level: 498ppm,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,73,2,328.22,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,87,3,278.87,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,15,4,242.97,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,37,5,279.6,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,72,6,316.02,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,10,7,245.68,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,48,8,241.79,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,5,9,237.47,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,9,10,229.28,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,39,11,254.78,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,4,12,249.99,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,14,13,220.13,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,3,14,224.57,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,2,15,242.33,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,,16,,CGN,,,,,,,
2019-07-10,12:12,2019-07-10,12:59,,SR,34,1,266.88,CGN,CO2 level: 485ppm,,,,,,
2019-07-10,12:12,2019-07-10,12:59,,SR,65,2,317.56,CGN,,,,,,,
2019-07-10,12:12,2019-07-10,12:59,,SR,53,3,253.86,CGN,,,,,,,
2019-07-10,12:12,2019-07-10,12:59,,SR,74,4,295.32,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,76,1,270.73,CGN,CO2 level: 554ppm,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,52,2,278.78,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,75,3,297.82,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,70,4,213.75,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,61,5,292.44,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,36,6,257.54,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,49,7,219.69,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,67,8,321.22,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,28,9,245.99,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,6,10,236.95,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,86,11,262.33,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,60,12,307.75,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,27,13,258.94,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,38,14,249.89,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,55,15,274.58,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,,16,,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,14,1,213.62,CGN,CO2 level: 541ppm,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,37,2,268.67,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,2,3,232.89,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,4,4,243.07,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,39,5,255.69,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,10,6,239.46,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,3,7,218.37,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,9,8,221.81,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,48,9,236.65,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,87,10,276.35,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,15,11,238.12,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,73,12,325.14,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,74,13,291.93,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,54,14,290.77,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,5,15,233.67,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,,16,,CGN,,,,,,,
2019-07-12,12:43,2019-07-12,13:30,,SR,72,1,312.67,CGN,CO2 level: 557ppm,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,34,2,262.39,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,53,3,250.8,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,65,4,314.43,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,33,5,228.44,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,8,6,231.91,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,80,7,304.41,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,51,8,243.78,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,64,9,222.44,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,40,10,249.88,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,83,11,227.73,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,16,12,254.85,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,20,13,247.54,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,46,14,218.03,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,26,15,251.77,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,,16,,CGN,,,1,,1,0,
2019-07-12,13:33,2019-07-12,14:23,,SR,42,1,246.19,CGN,CO2 level: 571ppm,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,82,2,262.32,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,31,3,244.76,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,29,4,220.26,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,17,5,260.32,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,66,6,333.8,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,35,7,235.19,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,56,8,280.14,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,78,9,328.23,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,63,10,271.21,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,1,11,214.87,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,57,12,231.19,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,13,13,230.62,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,59,14,292.99,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,11,15,265.75,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,,16,,CGN,,,,,,,y
2019-07-12,14:26,2019-07-12,15:10,,SR,68,1,261.59,CGN,CO2 level: 541ppm,,,,,,
2019-07-12,14:26,2019-07-12,15:10,,SR,44,2,227.04,CGN,,,,,,,
2019-07-12,14:26,2019-07-12,15:10,,SR,62,3,307.41,CGN,,,,,,,
2019-07-12,14:26,2019-07-12,15:10,,SR,18,4,241.27,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,55,1,269.1,CGN,CO2 level: 515ppm,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,27,2,249.48,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,6,3,227.65,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,38,4,240.73,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,86,5,257.8,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,67,6,315.58,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,60,7,303.48,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,36,8,247.01,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,28,9,232.36,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,52,10,273.97,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,61,11,285.81,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,76,12,265.93,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,49,13,209.06,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,70,14,208.47,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,75,15,292.68,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,,16,,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,80,1,292.93,CGN,CO2 level: 521ppm,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,53,2,246.77,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,33,3,218.77,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,34,4,254.45,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,8,5,224.95,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,87,6,272.39,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,39,7,245.94,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,37,8,257.42,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,3,9,207.29,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,48,10,227.7,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,74,11,286.12,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,10,12,229.1,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,73,13,320.65,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,2,14,218.16,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,72,15,307.98,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,,16,,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,54,1,286.54,CGN,CO2 level: 477ppm,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,14,2,204.68,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,9,3,209.09,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,5,4,223.84,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,4,5,230.46,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,15,6,224.83,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,18,7,224.67,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,68,8,252.51,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,78,9,324.12,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,44,10,215.58,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,29,11,206.92,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,57,12,225.16,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,13,13,221.26,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,56,14,275.95,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,11,15,252.13,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,,16,,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,66,1,327.85,CGN,CO2 level: 468ppm,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,59,2,288.28,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,17,3,248.69,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,63,4,265.71,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,82,5,255.97,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,31,6,230.01,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,51,7,239.28,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,62,8,298.03,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,35,9,225.63,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,1,10,197.27,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,42,11,227.76,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,46,12,207.02,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,16,13,239.53,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,20,14,232.4,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,64,15,215.27,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,,16,,CGN,,,,,,,
2019-07-15,14:55,2019-07-15,15:30,,SR,40,1,232.59,CGN,CO2 level: 468ppm,,,,,,
2019-07-15,14:55,2019-07-15,15:30,,SR,83,2,220.63,CGN,,,,,,,
2019-07-15,14:55,2019-07-15,15:30,,SR,26,3,231.07,CGN,,,,,,,
2019-07-15,14:55,2019-07-15,15:30,,SR,65,4,306.82,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,61,1,274.21,CGN,CO2 level: 497ppm,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,67,2,299.13,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,38,3,217.2,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,55,4,258.73,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,73,5,309.36,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,70,6,198.84,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,28,7,210.2,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,34,8,230.42,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,2,9,190.98,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,74,10,275.77,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,48,11,201.49,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,53,12,225.67,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,87,13,263.6,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,59,14,267.7,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,51,15,222.92,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,,16,,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,1,1,173.83,CGN,CO2 level: 533ppm,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,26,2,205.93,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,83,3,210.2,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,20,4,209.9,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,63,5,254.02,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,82,6,244.74,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,65,7,296.5,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,3,8,180.99,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,31,9,211.55,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,5,10,208.82,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,4,11,217.65,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,9,12,184.18,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,29,13,190.37,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,56,14,265.62,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,13,15,189.92,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,,16,,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,54,1,276.47,CGN,CO2 level: 547ppm,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,68,2,235.4,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,15,3,166.58,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,66,4,308.46,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,11,5,226.31,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,62,6,282.55,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,40,7,152.98,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,64,8,191.12,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,14,9,150.93,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,44,10,174.64,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,42,11,173.73,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,78,12,305.33,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,46,13,168.28,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,80,14,263.76,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,57,15,188.01,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,,16,,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,36,1,174.2,CGN,CO2 level: 516ppm,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,72,2,285.63,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,8,3,152.7,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,17,4,196.1,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,37,5,179.59,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,18,6,174.72,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,16,7,173.07,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,86,8,229.44,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,60,9,278.64,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,27,10,192.07,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,6,11,172.15,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,49,12,156.66,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,76,13,242.89,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,39,14,185.7,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,75,15,270.18,CGN,,,,,,,
2019-07-22,12:24,2019-07-22,13:19,,SR,,16,,CGN,,,,,,,
2019-07-22,13:22,2019-07-22,14:10,,SR,52,1,248.78,CGN,CO2 level: 506ppm,,,,,,
2019-07-22,13:22,2019-07-22,14:10,,SR,10,2,145.74,CGN,,,,,,,
2019-07-22,13:22,2019-07-22,14:10,,SR,35,3,186.36,CGN,,,,,,,
2019-07-22,13:22,2019-07-22,14:10,,SR,33,4,181.12,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,73,1,272.64,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,2,2,144.71,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,48,3,142.35,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,34,4,180.06,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,70,5,171.05,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,59,6,240.55,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,74,7,248.01,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,55,8,230.27,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,35,9,141.48,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,10,10,128.85,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,61,11,236.48,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,28,12,165.04,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,53,13,190.5,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,52,14,221.24,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,33,15,136.88,CGN,,,,,,,
2019-07-29,10:32,2019-07-29,11:23,,SR,,16,,CGN,,,,,,,
2019-07-29,11:26,2019-07-29,12:27,,SR,64,1,164.32,CGN,,,,,,,
2019-07-29,11:26,2019-07-29,12:27,,SR,40,2,136.33,CGN,,,,,,,
2019-07-29,11:26,2019-07-29,12:27,,SR,57,3,174.6,CGN,,,,,,,
2019-07-29,11:26,2019-07-29,12:27,,SR,44,4,116.82,CGN,,,,,,,
2019-07-29,11:26,2019-07-29,12:27,,SR,68,5,213.22,CGN,,,,,,,
2019-07-29,11:26,2019-07-29,12:27,,SR,66,6,260.77,CGN,,,,,,,
2019-07-29,11:26,2019-07-29,12:27,,SR,62,7,253.4,CGN,,,,,,,
