"Core","cum","max","mean","median","sd","cv","se","n","Core_assignment","coreID","Site","location","drying","length","replicate"
"16",0.025280840394045,4.71143119210492e-05,2.90584372345345e-05,2.94611327205002e-05,1.21336103566563e-05,0.41755894368043,4.11367917500206e-07,870,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2
"27",0.0412814570543109,9.68230440953855e-05,5.46051019236917e-05,5.85856622912437e-05,2.19365635858315e-05,0.401731025362555,7.97825104121308e-07,756,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3
"39",0.0149387394342659,5.8750699008761e-05,1.90545145845228e-05,1.41141878489838e-05,1.24716072129774e-05,0.654522431293401,4.45414543320623e-07,784,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4
"44",0.0248426090142976,5.86652390552565e-05,3.17274700054887e-05,3.39473093194639e-05,1.56524035265638e-05,0.493339163943927,5.59371267372279e-07,783,"CPCRW_30d_low_FAD_r3","C44","CPCRW","lowland","forced","30 day",3
"50",0.0172050440471342,4.23160650790851e-05,2.04578407219194e-05,1.41670325376396e-05,1.03866970635952e-05,0.507712285220133,3.58161967710178e-07,841,"CPCRW_30d_low_FAD_r1","C50","CPCRW","lowland","forced","30 day",1
"56",0.0792137555719454,0.000137948343963736,8.80152839688282e-05,9.68228128885051e-05,3.58431148220498e-05,0.407237393391177,1.19477049406833e-06,900,"CPCRW_30d_low_FAD_r4","C56","CPCRW","lowland","forced","30 day",4
"6",0.0239771600766717,5.13733716720406e-05,2.75599541111169e-05,2.72462976469852e-05,1.15543102426535e-05,0.419242724282797,3.91727804252774e-07,870,"CPCRW_30d_up_FAD_r1","C6","CPCRW","upland","forced","30 day",1
"75",0.00238249102281573,8.32326991189822e-06,4.4783665842401e-06,5.04338094500168e-06,2.5750250485219e-06,0.574992019988654,1.11641494567384e-07,532,"CPCRW_30d_low_FAD_r2","C75","CPCRW","lowland","forced","30 day",2
