"Site","drying","length","cum","max","mean","median"
"CPCRW","constant weight","150 day",0.000208377594250867,6.65831187113658e-06,6.65831187113658e-06,6.65831187113658e-06
"CPCRW","forced","30 day",0.00015673674079594,2.47330456884097e-06,1.94096221931431e-06,2.0981933265803e-06
"CPCRW","forced","90 day",0.000338733801216366,1.00014024063614e-05,7.99229562894243e-06,7.43996165858811e-06
